chapter_id	chapter_title	authority_tier	manual_treatment	relative_path	expected_sha256	actual_sha256	hash_status	extraction_method	extraction_status	character_count	word_count	output_path	note
10	Teacher Reviews and Presentation Record	TIER_2	CORE_OR_HISTORICAL	05_TEACHER_AND_REVIEWS/02_Zeroth_Review_OpenBraille/02_Drafts_and_Working_Files/09_OpenBraille_Block_Diagram.png	d9203a9b237b35005df2ee3d58f0ea5761186c65b9cf5466843b6af1faaf0d48	d9203a9b237b35005df2ee3d58f0ea5761186c65b9cf5466843b6af1faaf0d48	HASH_VERIFIED	VISUAL_FILE	VISUAL_REVIEW_REQUIRED	0	0		Image or visual file requires direct manual inspection.
10	Teacher Reviews and Presentation Record	TIER_2	CORE_OR_HISTORICAL	05_TEACHER_AND_REVIEWS/02_Zeroth_Review_OpenBraille/02_Drafts_and_Working_Files/10_OpenBraille_Generated_Visual.png	e34d60d0250848dd9099b2d2e27bb3e2d302677f813331f592b3becf21f8eb3c	e34d60d0250848dd9099b2d2e27bb3e2d302677f813331f592b3becf21f8eb3c	HASH_VERIFIED	VISUAL_FILE	VISUAL_REVIEW_REQUIRED	0	0		Image or visual file requires direct manual inspection.
