chapter_id	chapter_title	authority_tier	manual_treatment	relative_path	expected_sha256	actual_sha256	hash_status	source_mode	extraction_method	extraction_status	character_count	word_count	output_path	review_copy_path	note
14	Source Integrity, Audit and Reproducibility	TIER_1	CORE_SOURCE_CONTROL	08_MASTER_MANUAL/01_Source_Index/MASTER_MANUAL_SOURCE_POLICY.md	c5433b5d33523548bcd92d3c8628eb0eb7c902daaa19d70df377368d4d82cdc4	c5433b5d33523548bcd92d3c8628eb0eb7c902daaa19d70df377368d4d82cdc4	HASH_VERIFIED	REUSED_STAGE10B_EXTRACTION	PLAIN_TEXT	EXTRACTED	1962	254	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/14/c5433b5d3352__MASTER_MANUAL_SOURCE_POLICY.md		Reused hash-verified Stage 10B extract.
14	Source Integrity, Audit and Reproducibility	TIER_1	CORE_SOURCE_CONTROL	08_MASTER_MANUAL/01_Source_Index/SOURCE_FREEZE_NOTICE.md	1b8a3cf0efb1849091a2913e96bad2578e9b122e576ba8fe6f9279e294132743	1b8a3cf0efb1849091a2913e96bad2578e9b122e576ba8fe6f9279e294132743	HASH_VERIFIED	REUSED_STAGE10B_EXTRACTION	PLAIN_TEXT	EXTRACTED	1434	164	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/14/1b8a3cf0efb1__SOURCE_FREEZE_NOTICE.md		Reused hash-verified Stage 10B extract.
